algo,start,outcome,consent_before,consent_after,consent_delta,consent_path_before,consent_path_after,total_before,total_after,total_delta,total_path_before,total_path_after
Brute Force,AcceptAll,Out_AllContent,,,,AcceptAll → ExtMediaSvc → Out_AllContent,AcceptAll → ExtMediaSvc → Out_AllContent,2,2,0,AcceptAll → ExtMediaSvc → Out_AllContent,AcceptAll → ExtMediaSvc → Out_AllContent
Brute Force,AcceptAll,ConsentSaved,0,,,AcceptAll → ConsentSaved,,1,,,AcceptAll → ConsentSaved,
Brute Force,AcceptAll,OutcomeTelemetry,,,,AcceptAll → AnalyticsSvc → OutcomeTelemetry,AcceptAll → AnalyticsSvc → OutcomeTelemetry,2,2,0,AcceptAll → AnalyticsSvc → OutcomeTelemetry,AcceptAll → AnalyticsSvc → OutcomeTelemetry
Brute Force,Save,Out_BasicAccess,,,,,,,,,,
Brute Force,Save,Out_SecuredLogin,,,,Save → SecuritySvc → Out_SecuredLogin,Save → SecuritySvc → Out_SecuredLogin,2,2,0,Save → SecuritySvc → Out_SecuredLogin,Save → SecuritySvc → Out_SecuredLogin
Brute Force,Save,Out_AllMedia,,,,Save → ExtMediaSvc → Out_AllMedia,Save → ExtMediaSvc → Out_AllMedia,2,2,0,Save → ExtMediaSvc → Out_AllMedia,Save → ExtMediaSvc → Out_AllMedia
Brute Force,Save,Out_Payments,,,,Save → PaymentsSvc → Out_Payments,Save → PaymentsSvc → Out_Payments,2,2,0,Save → PaymentsSvc → Out_Payments,Save → PaymentsSvc → Out_Payments
Brute Force,Save,Out_Personalized,,,,Save → PersonalSvc → Out_Personalized,Save → PersonalSvc → Out_Personalized,2,2,0,Save → PersonalSvc → Out_Personalized,Save → PersonalSvc → Out_Personalized
Brute Force,Save,Out_AllContent,,,,Save → ExtMediaSvc → Out_AllContent,Save → ExtMediaSvc → Out_AllContent,2,2,0,Save → ExtMediaSvc → Out_AllContent,Save → ExtMediaSvc → Out_AllContent
Brute Force,Save,ConsentSaved,0,0,0,Save → ConsentSaved,Save → ConsentSaved,1,1,0,Save → ConsentSaved,Save → ConsentSaved
Brute Force,Save,OutcomeTelemetry,,,,Save → AnalyticsSvc → OutcomeTelemetry,Save → AnalyticsSvc → OutcomeTelemetry,2,2,0,Save → AnalyticsSvc → OutcomeTelemetry,Save → AnalyticsSvc → OutcomeTelemetry
disconnect,Entry,Out_BasicAccess,,,,,,,,,,
disconnect,Entry,Out_SecuredLogin,,,,Entry → BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,Entry → BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,4,4,0,Entry → BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,Entry → BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin
disconnect,Entry,Out_AllMedia,,,,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,4,4,0,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia
disconnect,Entry,Out_Payments,,,,Entry → BannerToast → AcceptAll → PaymentsSvc → Out_Payments,Entry → BannerToast → AcceptAll → PaymentsSvc → Out_Payments,4,4,0,Entry → BannerToast → AcceptAll → PaymentsSvc → Out_Payments,Entry → BannerToast → AcceptAll → PaymentsSvc → Out_Payments
disconnect,Entry,Out_Personalized,,,,Entry → BannerToast → AcceptAll → PersonalSvc → Out_Personalized,Entry → BannerToast → AcceptAll → PersonalSvc → Out_Personalized,4,4,0,Entry → BannerToast → AcceptAll → PersonalSvc → Out_Personalized,Entry → BannerToast → AcceptAll → PersonalSvc → Out_Personalized
disconnect,Entry,Out_AllContent,,,,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,4,4,0,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,Entry → BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent
disconnect,Entry,ConsentSaved,1,1,0,Entry → BannerToast → AcceptAll → ConsentSaved,Entry → BannerToast → AcceptAll → ConsentSaved,3,3,0,Entry → BannerToast → AcceptAll → ConsentSaved,Entry → BannerToast → AcceptAll → ConsentSaved
disconnect,Entry,OutcomeTelemetry,,,,Entry → BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,Entry → BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,4,4,0,Entry → BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,Entry → BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry
disconnect,BannerToast,Out_BasicAccess,,,,,,,,,,
disconnect,BannerToast,Out_SecuredLogin,,,,BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,3,3,0,BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin,BannerToast → AcceptAll → SecuritySvc → Out_SecuredLogin
disconnect,BannerToast,Out_AllMedia,,,,BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,3,3,0,BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia,BannerToast → AcceptAll → ExtMediaSvc → Out_AllMedia
disconnect,BannerToast,Out_Payments,,,,BannerToast → AcceptAll → PaymentsSvc → Out_Payments,BannerToast → AcceptAll → PaymentsSvc → Out_Payments,3,3,0,BannerToast → AcceptAll → PaymentsSvc → Out_Payments,BannerToast → AcceptAll → PaymentsSvc → Out_Payments
disconnect,BannerToast,Out_Personalized,,,,BannerToast → AcceptAll → PersonalSvc → Out_Personalized,BannerToast → AcceptAll → PersonalSvc → Out_Personalized,3,3,0,BannerToast → AcceptAll → PersonalSvc → Out_Personalized,BannerToast → AcceptAll → PersonalSvc → Out_Personalized
disconnect,BannerToast,Out_AllContent,,,,BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,3,3,0,BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent,BannerToast → AcceptAll → ExtMediaSvc → Out_AllContent
disconnect,BannerToast,ConsentSaved,1,1,0,BannerToast → AcceptAll → ConsentSaved,BannerToast → AcceptAll → ConsentSaved,2,2,0,BannerToast → AcceptAll → ConsentSaved,BannerToast → AcceptAll → ConsentSaved
disconnect,BannerToast,OutcomeTelemetry,,,,BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,3,3,0,BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry,BannerToast → AcceptAll → AnalyticsSvc → OutcomeTelemetry
disconnect,Home,Out_BasicAccess,,,,,,,,,,
disconnect,Home,Out_SecuredLogin,,,,Home → ContactUs → Out_SecuredLogin,Home → ContactUs → Out_SecuredLogin,2,2,0,Home → ContactUs → Out_SecuredLogin,Home → ContactUs → Out_SecuredLogin
disconnect,Home,Out_AllMedia,,,,Home → SearchBooks → ExtMediaSvc → Out_AllMedia,Home → SearchBooks → ExtMediaSvc → Out_AllMedia,3,3,0,Home → SearchBooks → ExtMediaSvc → Out_AllMedia,Home → SearchBooks → ExtMediaSvc → Out_AllMedia
disconnect,Home,Out_Payments,,,,Home → Membership → Out_Payments,Home → Membership → Out_Payments,2,2,0,Home → Membership → Out_Payments,Home → Membership → Out_Payments
disconnect,Home,Out_Personalized,,,,Home → Out_Personalized,Home → Out_Personalized,1,1,0,Home → Out_Personalized,Home → Out_Personalized
disconnect,Home,Out_AllContent,,,,Home → PersonalSvc → Out_AllContent,Home → PersonalSvc → Out_AllContent,2,2,0,Home → PersonalSvc → Out_AllContent,Home → PersonalSvc → Out_AllContent
disconnect,Home,ConsentSaved,3,3,0,Home → Manage → Modal → Save → ConsentSaved,Home → Manage → Modal → Save → ConsentSaved,4,4,0,Home → Manage → Modal → Save → ConsentSaved,Home → Manage → Modal → Save → ConsentSaved
disconnect,Home,OutcomeTelemetry,,,,Home → AnalyticsSvc → OutcomeTelemetry,Home → AnalyticsSvc → OutcomeTelemetry,2,2,0,Home → AnalyticsSvc → OutcomeTelemetry,Home → AnalyticsSvc → OutcomeTelemetry
disconnect,Discover,Out_BasicAccess,,,,,,,,,,
disconnect,Discover,Out_SecuredLogin,,,,Discover → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Discover → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,Discover → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Discover → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
disconnect,Discover,Out_AllMedia,,,,Discover → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Discover → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,5,5,0,Discover → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Discover → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
disconnect,Discover,Out_Payments,,,,Discover → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Discover → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,Discover → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Discover → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
disconnect,Discover,Out_Personalized,,,,Discover → Out_Personalized,Discover → Out_Personalized,1,1,0,Discover → Out_Personalized,Discover → Out_Personalized
disconnect,Discover,Out_AllContent,,,,Discover → PersonalSvc → Out_AllContent,Discover → PersonalSvc → Out_AllContent,2,2,0,Discover → PersonalSvc → Out_AllContent,Discover → PersonalSvc → Out_AllContent
disconnect,Discover,ConsentSaved,3,3,0,Discover → Manage → Modal → Save → ConsentSaved,Discover → Manage → Modal → Save → ConsentSaved,4,4,0,Discover → Manage → Modal → Save → ConsentSaved,Discover → Manage → Modal → Save → ConsentSaved
disconnect,Discover,OutcomeTelemetry,,,,Discover → AnalyticsSvc → OutcomeTelemetry,Discover → AnalyticsSvc → OutcomeTelemetry,2,2,0,Discover → AnalyticsSvc → OutcomeTelemetry,Discover → AnalyticsSvc → OutcomeTelemetry
disconnect,SearchBooks,Out_BasicAccess,,,,,,,,,,
disconnect,SearchBooks,Out_SecuredLogin,,,,SearchBooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,SearchBooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,SearchBooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,SearchBooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
disconnect,SearchBooks,Out_AllMedia,,,,SearchBooks → ExtMediaSvc → Out_AllMedia,SearchBooks → ExtMediaSvc → Out_AllMedia,2,2,0,SearchBooks → ExtMediaSvc → Out_AllMedia,SearchBooks → ExtMediaSvc → Out_AllMedia
disconnect,SearchBooks,Out_Payments,,,,SearchBooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,SearchBooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,SearchBooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,SearchBooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
disconnect,SearchBooks,Out_Personalized,,,,SearchBooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,SearchBooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,SearchBooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,SearchBooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
disconnect,SearchBooks,Out_AllContent,,,,SearchBooks → ExtMediaSvc → Out_AllContent,SearchBooks → ExtMediaSvc → Out_AllContent,2,2,0,SearchBooks → ExtMediaSvc → Out_AllContent,SearchBooks → ExtMediaSvc → Out_AllContent
disconnect,SearchBooks,ConsentSaved,3,3,0,SearchBooks → Manage → Modal → Save → ConsentSaved,SearchBooks → Manage → Modal → Save → ConsentSaved,4,4,0,SearchBooks → Manage → Modal → Save → ConsentSaved,SearchBooks → Manage → Modal → Save → ConsentSaved
disconnect,SearchBooks,OutcomeTelemetry,,,,SearchBooks → AnalyticsSvc → OutcomeTelemetry,SearchBooks → AnalyticsSvc → OutcomeTelemetry,2,2,0,SearchBooks → AnalyticsSvc → OutcomeTelemetry,SearchBooks → AnalyticsSvc → OutcomeTelemetry
disconnect,Audiobooks,Out_BasicAccess,,,,,,,,,,
disconnect,Audiobooks,Out_SecuredLogin,,,,Audiobooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Audiobooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,Audiobooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Audiobooks → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
disconnect,Audiobooks,Out_AllMedia,,,,Audiobooks → ExtMediaSvc → Out_AllMedia,Audiobooks → ExtMediaSvc → Out_AllMedia,2,2,0,Audiobooks → ExtMediaSvc → Out_AllMedia,Audiobooks → ExtMediaSvc → Out_AllMedia
disconnect,Audiobooks,Out_Payments,,,,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,Audiobooks → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
disconnect,Audiobooks,Out_Personalized,,,,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Audiobooks → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
disconnect,Audiobooks,Out_AllContent,,,,Audiobooks → ExtMediaSvc → Out_AllContent,Audiobooks → ExtMediaSvc → Out_AllContent,2,2,0,Audiobooks → ExtMediaSvc → Out_AllContent,Audiobooks → ExtMediaSvc → Out_AllContent
disconnect,Audiobooks,ConsentSaved,3,3,0,Audiobooks → Manage → Modal → Save → ConsentSaved,Audiobooks → Manage → Modal → Save → ConsentSaved,4,4,0,Audiobooks → Manage → Modal → Save → ConsentSaved,Audiobooks → Manage → Modal → Save → ConsentSaved
disconnect,Audiobooks,OutcomeTelemetry,,,,Audiobooks → AnalyticsSvc → OutcomeTelemetry,Audiobooks → AnalyticsSvc → OutcomeTelemetry,2,2,0,Audiobooks → AnalyticsSvc → OutcomeTelemetry,Audiobooks → AnalyticsSvc → OutcomeTelemetry
disconnect,DigitalMag,Out_BasicAccess,,,,,,,,,,
disconnect,DigitalMag,Out_SecuredLogin,,,,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,DigitalMag → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
disconnect,DigitalMag,Out_AllMedia,,,,DigitalMag → ExtMediaSvc → Out_AllMedia,DigitalMag → ExtMediaSvc → Out_AllMedia,2,2,0,DigitalMag → ExtMediaSvc → Out_AllMedia,DigitalMag → ExtMediaSvc → Out_AllMedia
disconnect,DigitalMag,Out_Payments,,,,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,5,5,0,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments,DigitalMag → Manage → Modal → AccPayments → PaymentsSvc → Out_Payments
disconnect,DigitalMag,Out_Personalized,,,,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,DigitalMag → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
disconnect,DigitalMag,Out_AllContent,,,,DigitalMag → ExtMediaSvc → Out_AllContent,DigitalMag → ExtMediaSvc → Out_AllContent,2,2,0,DigitalMag → ExtMediaSvc → Out_AllContent,DigitalMag → ExtMediaSvc → Out_AllContent
disconnect,DigitalMag,ConsentSaved,3,3,0,DigitalMag → Manage → Modal → Save → ConsentSaved,DigitalMag → Manage → Modal → Save → ConsentSaved,4,4,0,DigitalMag → Manage → Modal → Save → ConsentSaved,DigitalMag → Manage → Modal → Save → ConsentSaved
disconnect,DigitalMag,OutcomeTelemetry,,,,DigitalMag → AnalyticsSvc → OutcomeTelemetry,DigitalMag → AnalyticsSvc → OutcomeTelemetry,2,2,0,DigitalMag → AnalyticsSvc → OutcomeTelemetry,DigitalMag → AnalyticsSvc → OutcomeTelemetry
disconnect,Membership,Out_BasicAccess,,,,,,,,,,
disconnect,Membership,Out_SecuredLogin,,,,Membership → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Membership → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,5,5,0,Membership → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin,Membership → Manage → Modal → AccSecurity → SecuritySvc → Out_SecuredLogin
disconnect,Membership,Out_AllMedia,,,,Membership → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Membership → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,5,5,0,Membership → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia,Membership → Manage → Modal → AccExtMedia → ExtMediaSvc → Out_AllMedia
disconnect,Membership,Out_Payments,,,,Membership → Out_Payments,Membership → Out_Payments,1,1,0,Membership → Out_Payments,Membership → Out_Payments
disconnect,Membership,Out_Personalized,,,,Membership → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Membership → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,5,5,0,Membership → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized,Membership → Manage → Modal → AccPersonal → PersonalSvc → Out_Personalized
disconnect,Membership,Out_AllContent,,,,Membership → PaymentsSvc → Out_AllContent,Membership → PaymentsSvc → Out_AllContent,2,2,0,Membership → PaymentsSvc → Out_AllContent,Membership → PaymentsSvc → Out_AllContent
disconnect,Membership,ConsentSaved,3,3,0,Membership → Manage → Modal → Save → ConsentSaved,Membership → Manage → Modal → Save → ConsentSaved,4,4,0,Membership → Manage → Modal → Save → ConsentSaved,Membership → Manage → Modal → Save → ConsentSaved
